Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time,rand,Fighter1_Fighter2
UFC 93: Franklin vs Henderson,17-Jan-09,Rousimar Palhares,Rousimar Palhares,Jeremy Horn,0-0,18-7,1-Jul,0-1,Middleweight,U-DEC,3,5:00,0.294760354,Rousimar Palhares
UFC 93: Franklin vs Henderson,17-Jan-09,Alan Belcher,Alan Belcher,Denis Kang,0-0,26-Sep,0-3,1-Jan,Middleweight,SUB-Guillotine-Choke,2,4:36,0.260406132,Alan Belcher
UFC 93: Franklin vs Henderson,17-Jan-09,Marcus Davis,Marcus Davis,Chris Lytle,0-0,59-73,0-0,0-0,Welterweight,S-DEC,3,5:00,0.079576244,Marcus Davis
UFC 93: Franklin vs Henderson,17-Jan-09,John Hathaway,John Hathaway,Tom Egan,0-0,18-0,May-00,0-0,Welterweight,KO/TKO-Elbows,1,4:36,0.418145424,John Hathaway
UFC 93: Franklin vs Henderson,17-Jan-09,Martin Kampmann,Martin Kampmann,Alexandre Barros,Jan-00,33-8,0-1,Feb-00,Welterweight,KO/TKO-Punches,2,3:09,0.961016192,Alexandre Barros
UFC 93: Franklin vs Henderson,17-Jan-09,Eric Schafer,Eric Schafer,Antonio Mendes,0-0,22-3,0-0,0-0,Light Heavyweight,KO/TKO-Punches,1,3:35,0.389602683,Eric Schafer
UFC 93: Franklin vs Henderson,17-Jan-09,Tomasz Drwal,Tomasz Drwal,Ivan Serati,0-0,14-3,Jan-00,0-0,Light Heavyweight,KO/TKO-Punches,1,2:02,0.472723102,Tomasz Drwal
UFC 93: Franklin vs Henderson,17-Jan-09,Dennis Siver,Dennis Siver,Nate Mohr,Jan-00,48-48,0-1,0-0,Lightweight,KO/TKO-Spinning-Back-Kick,3,3:45,0.164756354,Dennis Siver
UFC 92: The Ultimate 2008,27-Dec-08,Rashad Evans,Rashad Evans,Forrest Griffin,0-0,49-50,Jan-00,0-0,Light Heavyweight,KO/TKO-Punches,3,2:46,0.033017828,Rashad Evans
UFC 92: The Ultimate 2008,27-Dec-08,Frank Mir,Frank Mir,Antonio Rodrigo Nogueira,Mar-00,37-10,Jan-00,0-0,Heavyweight,KO/TKO-Punch,2,1:54,0.660203215,Antonio Rodrigo Nogueira
UFC 92: The Ultimate 2008,27-Dec-08,CB Dollaway,CB Dollaway,Mike Massenzio,0-1,3-Sep,Jan-00,0-2,Middleweight,KO/TKO-Punches,1,3:01,0.457280682,CB Dollaway
UFC 92: The Ultimate 2008,27-Dec-08,Quinton Jackson,Quinton Jackson,Wanderlei Silva,Jan-00,7-Nov,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:21,0.339835758,Quinton Jackson
UFC 92: The Ultimate 2008,27-Dec-08,Cheick Kongo,Cheick Kongo,Mostapha Al-Turk,Jan-00,34-4,Jan-00,0-0,Heavyweight,KO/TKO-Elbows,1,4:37,0.701262414,Mostapha Al-Turk
UFC 92: The Ultimate 2008,27-Dec-08,Yushin Okami,Yushin Okami,Dean Lister,0-0,39-6,0-0,0-0,Middleweight,U-DEC,3,5:00,0.940183285,Dean Lister
UFC 92: The Ultimate 2008,27-Dec-08,Antoni Hardonk,Antoni Hardonk,Mike Wessel,0-0,46-13,0-3,Feb-00,Heavyweight,KO/TKO-Punches,2,2:09,0.074912307,Antoni Hardonk
UFC 92: The Ultimate 2008,27-Dec-08,Matt Hamill,Matt Hamill,Reese Andy,0-0,40-34,Jan-00,0-0,Light Heavyweight,KO/TKO-Punches,2,2:19,0.429984776,Matt Hamill
UFC 92: The Ultimate 2008,27-Dec-08,Brad Blackburn,Brad Blackburn,Ryo Chonan,Jan-00,79-63,0-0,0-0,Welterweight,U-DEC,3,5:00,0.290273744,Brad Blackburn
UFC 92: The Ultimate 2008,27-Dec-08,Pat Barry,Pat Barry,Dan Evensen,0-0,Jun-00,0-0,0-0,Heavyweight,KO/TKO-Kicks,1,2:36,0.393954598,Pat Barry
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Efrain Escudero,Efrain Escudero,Phillipe Nover,0-0,27-20,Jul-00,0-2,Lightweight,U-DEC,3,5:00,0.708921506,Phillipe Nover
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Ryan Bader,Ryan Bader,Vinny Magalhaes,Jan-00,15-4,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,2:18,0.913660395,Vinny Magalhaes
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Anthony Johnson,Anthony Johnson,Kevin Burns,Jan-00,35-17,Mar-00,0-2,Welterweight,KO/TKO-Kick,3,0:28,0.2753688,Anthony Johnson
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Wilson Gouveia,Wilson Gouveia,Jason MacDonald,Jan-00,18-6,0-1,0-0,Middleweight,KO/TKO-Elbow,1,2:18,0.081873856,Wilson Gouveia
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Junie Browning,Junie Browning,David Kaplan,0-0,31-12,2-Feb,1-Feb,Lightweight,SUB-Armbar,2,1:32,0.444047874,Junie Browning
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Krzysztof Soszynski,Krzysztof Soszynski,Shane Primm,0-0,19-7,0-1,Jan-00,Light Heavyweight,SUB-Kimura,2,3:27,0.30580351,Krzysztof Soszynski
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Eliot Marshall,Eliot Marshall,Jules Bruchez,0-0,1-Aug,Jan-00,Feb-00,Light Heavyweight,SUB-Rear-Naked-Choke,1,1:27,0.203516874,Eliot Marshall
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Tom Lawlor,Tom Lawlor,Kyle Kingsbury,0-0,14-10,Jul-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.586933462,Kyle Kingsbury
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Shane Nelson,Shane Nelson,George Roop,0-0,21-Oct,1-Mar,Feb-00,Lightweight,S-DEC,3,5:00,0.498793371,Shane Nelson
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,13-Dec-08,Rolando Delgado,Rolando Delgado,John Polakowski,Jan-00,15-1,Jan-00,1-Mar,Lightweight,SUB-Guillotine-Choke,2,2:18,0.058520998,Rolando Delgado
UFC Fight Night - Fight for the Troops,10-Dec-08,Josh Koscheck,Josh Koscheck,Yoshiyuki Yoshida,Jan-00,6-Jun,0-0,0-0,Welterweight,KO/TKO-Punches,1,2:15,0.376178835,Josh Koscheck
UFC Fight Night - Fight for the Troops,10-Dec-08,Mike Swick,Mike Swick,Jonathan Goulet,Jan-00,1-Jul,0-0,0-0,Welterweight,KO/TKO-Punch,1,0:33,0.799569661,Jonathan Goulet
UFC Fight Night - Fight for the Troops,10-Dec-08,Steve Cantwell,Steve Cantwell,Razak Al-Hassan,0-0,15-13,Jan-00,Jan-00,Light Heavyweight,SUB-Armbar,1,4:04,0.335067531,Steve Cantwell
UFC Fight Night - Fight for the Troops,10-Dec-08,Tim Credeur,Tim Credeur,Nate Loughran,0-0,52-25,Jan-00,0-0,Middleweight,KO/TKO,2,5:00,0.212656346,Tim Credeur
UFC Fight Night - Fight for the Troops,10-Dec-08,Jim Miller,Jim Miller,Matt Wiman,0-0,61-20,1-Apr,Feb-00,Lightweight,U-DEC,3,5:00,0.64058264,Matt Wiman
UFC Fight Night - Fight for the Troops,10-Dec-08,Luigi Fioravanti,Luigi Fioravanti,Brodie Farber,0-0,30-10,1-Aug,1-May,Catch Weight,U-DEC,3,5:00,0.866596724,Brodie Farber
UFC Fight Night - Fight for the Troops,10-Dec-08,Steve Bruno,Steve Bruno,Johnny Rees,0-0,Oct-36,1-Mar,Jan-00,Welterweight,SUB-Rear-Naked-Choke,2,3:44,0.982429634,Johnny Rees
UFC Fight Night - Fight for the Troops,10-Dec-08,Ben Saunders,Ben Saunders,Brandon Wolff,Jan-00,42-0,0-0,0-0,Welterweight,KO/TKO-Knees,1,1:49,0.774210378,Brandon Wolff
UFC Fight Night - Fight for the Troops,10-Dec-08,Dale Hartt,Dale Hartt,Corey Hill,0-0,8-Aug,0-2,0-0,Lightweight,KO/TKO,2,0:20,0.187458123,Dale Hartt
UFC Fight Night - Fight for the Troops,10-Dec-08,Justin McCully,Justin McCully,Eddie Sanchez,1-Jan,40-42,Jan-00,0-0,Heavyweight,U-DEC,3,5:00,0.052201628,Justin McCully
UFC 91: Couture vs Lesnar,15-Nov-08,Brock Lesnar,Brock Lesnar,Randy Couture,Jan-00,31-11,1-Feb,0-0,Heavyweight,KO/TKO-Punches,2,3:07,0.892385452,Randy Couture
UFC 91: Couture vs Lesnar,15-Nov-08,Kenny Florian,Kenny Florian,Joe Stevenson,0-0,17-6,1-Jan,Jan-00,Lightweight,SUB-Rear-Naked-Choke,1,4:03,0.028245868,Kenny Florian
UFC 91: Couture vs Lesnar,15-Nov-08,Dustin Hazelett,Dustin Hazelett,Tamdan McCrory,0-0,15-Oct,0-0,Mar-00,Welterweight,SUB-Armbar,1,3:59,0.466299124,Dustin Hazelett
UFC 91: Couture vs Lesnar,15-Nov-08,Gabriel Gonzaga,Gabriel Gonzaga,Josh Hendricks,Jan-00,1-Dec,0-0,0-0,Heavyweight,KO/TKO-Punch,1,1:01,0.288902041,Gabriel Gonzaga
UFC 91: Couture vs Lesnar,15-Nov-08,Demian Maia,Demian Maia,Nate Quarry,0-0,Feb-00,Jan-00,Jan-00,Middleweight,SUB-Rear-Naked-Choke,1,2:13,0.57898969,Nate Quarry
UFC 91: Couture vs Lesnar,15-Nov-08,Aaron Riley,Aaron Riley,Jorge Gurgel,0-0,98-70,1-Jan,0-0,Lightweight,U-DEC,3,5:00,0.5503624,Jorge Gurgel
UFC 91: Couture vs Lesnar,15-Nov-08,Jeremy Stephens,Jeremy Stephens,Rafael Dos Anjos,Jan-00,22-9,0-4,0-2,Lightweight,KO/TKO-Punch,3,0:39,0.454019589,Jeremy Stephens
UFC 91: Couture vs Lesnar,15-Nov-08,Mark Bocek,Mark Bocek,Alvin Robinson,0-0,21-5,Jan-00,Jun-00,Lightweight,SUB-Rear-Naked-Choke,3,3:16,0.331488897,Mark Bocek
UFC 91: Couture vs Lesnar,15-Nov-08,Matt Brown,Matt Brown,Ryan Thomas,0-0,15-15,5-Jan,Mar-00,Welterweight,SUB-Armbar,2,0:57,0.230543738,Matt Brown
UFC 90: Silva vs Cote,25-Oct-08,Anderson Silva,Anderson Silva,Patrick Cote,0-0,29-16,Jan-00,0-0,Middleweight,KO/TKO,3,0:39,0.041738843,Anderson Silva
UFC 90: Silva vs Cote,25-Oct-08,Thiago Alves,Thiago Alves,Josh Koscheck,Feb-00,80-39,0-0,0-0,Welterweight,U-DEC,3,5:00,0.060429128,Thiago Alves
UFC 90: Silva vs Cote,25-Oct-08,Gray Maynard,Gray Maynard,Rich Clementi,0-0,22-7,May-00,Feb-00,Lightweight,U-DEC,3,5:00,0.891437266,Rich Clementi
UFC 90: Silva vs Cote,25-Oct-08,Junior Dos Santos,Junior Dos Santos,Fabricio Werdum,Jan-00,6-Jul,0-0,0-0,Heavyweight,KO/TKO-Punch,1,1:21,0.995202753,Fabricio Werdum
UFC 90: Silva vs Cote,25-Oct-08,Sean Sherk,Sean Sherk,Tyson Griffin,0-0,92-74,Mar-00,0-0,Lightweight,U-DEC,3,5:00,0.698193208,Tyson Griffin
UFC 90: Silva vs Cote,25-Oct-08,Thales Leites,Thales Leites,Drew McFedries,0-0,0-1,Jan-00,Jan-00,Middleweight,SUB-Rear-Naked-Choke,1,1:18,0.782720581,Drew McFedries
UFC 90: Silva vs Cote,25-Oct-08,Spencer Fisher,Spencer Fisher,Shannon Gugerty,Jan-00,30-28,0-2,1-Feb,Lightweight,SUB-Triangle-Choke,3,3:56,0.61508974,Shannon Gugerty
UFC 90: Silva vs Cote,25-Oct-08,Dan Miller,Dan Miller,Matt Horwich,0-0,31-15,Jun-00,0-5,Middleweight,U-DEC,3,5:00,0.236365436,Dan Miller
UFC 90: Silva vs Cote,25-Oct-08,Hermes Franca,Hermes Franca,Marcus Aurelio,0-0,60-40,0-1,0-0,Lightweight,U-DEC,3,5:00,0.904901774,Marcus Aurelio
UFC 90: Silva vs Cote,25-Oct-08,Pete Sell,Pete Sell,Joshua Burkman,0-0,65-50,4-Jan,Jan-00,Welterweight,U-DEC,3,5:00,0.543028942,Joshua Burkman
UFC 89: Bisping vs Leben,18-Oct-08,Michael Bisping,Michael Bisping,Chris Leben,0-0,70-51,1-Jan,0-0,Middleweight,U-DEC,3,5:00,0.959898515,Chris Leben
UFC 89: Bisping vs Leben,18-Oct-08,Keith Jardine,Keith Jardine,Brandon Vera,1-Jan,50-48,1-Feb,0-0,Light Heavyweight,S-DEC,3,5:00,0.158112864,Keith Jardine
UFC 89: Bisping vs Leben,18-Oct-08,Luiz Cane,Luiz Cane,Rameau Thierry Sokoudjou,Jan-00,41-28,0-0,0-0,Light Heavyweight,KO/TKO-Punches,2,4:15,0.914841862,Rameau Thierry Sokoudjou
UFC 89: Bisping vs Leben,18-Oct-08,Chris Lytle,Chris Lytle,Paul Taylor,0-0,102-85,Feb-00,0-0,Welterweight,U-DEC,3,5:00,0.078267442,Chris Lytle
UFC 89: Bisping vs Leben,18-Oct-08,Marcus Davis,Marcus Davis,Paul Kelly,0-0,25-3,1-Jan,1-Jan,Welterweight,SUB-Guillotine-Choke,2,2:16,0.436717363,Marcus Davis
UFC 89: Bisping vs Leben,18-Oct-08,Dan Hardy,Dan Hardy,Akihiro Gono,0-0,57-56,0-3,0-0,Welterweight,S-DEC,3,5:00,0.594124734,Akihiro Gono
UFC 89: Bisping vs Leben,18-Oct-08,Shane Carwin,Shane Carwin,Neil Wain,0-0,13-4,Jan-00,0-0,Heavyweight,KO/TKO-Punches,1,1:31,0.279211393,Shane Carwin
UFC 89: Bisping vs Leben,18-Oct-08,David Bielkheden,David Bielkheden,Jess Liaudin,0-0,36-12,1-Jul,0-2,Lightweight,U-DEC,3,5:00,0.553873884,Jess Liaudin
UFC 89: Bisping vs Leben,18-Oct-08,Terry Etim,Terry Etim,Sam Stout,0-0,69-55,0-1,0-0,Lightweight,U-DEC,3,5:00,0.852309999,Sam Stout
UFC 89: Bisping vs Leben,18-Oct-08,Jim Miller,Jim Miller,David Baron,0-0,15-7,May-00,1-May,Lightweight,SUB-Rear-Naked-Choke,3,3:19,0.951387275,David Baron
UFC 89: Bisping vs Leben,18-Oct-08,Per Eklund,Per Eklund,Samy Schiavo,0-0,31-23,1-Jan,1-May,Lightweight,SUB-Rear-Naked-Choke,3,1:47,0.453738612,Per Eklund
UFC Fight Night: Diaz vs Neer,17-Sep-08,Nate Diaz,Nate Diaz,Josh Neer,0-0,40-26,4-May,0-4,Lightweight,S-DEC,3,5:00,0.398164274,Nate Diaz
UFC Fight Night: Diaz vs Neer,17-Sep-08,Clay Guida,Clay Guida,Mac Danzig,0-0,43-36,1-Oct,0-0,Lightweight,U-DEC,3,5:00,0.386457355,Clay Guida
UFC Fight Night: Diaz vs Neer,17-Sep-08,Alan Belcher,Alan Belcher,Ed Herman,0-0,54-43,0-5,0-2,Middleweight,S-DEC,3,5:00,0.750847172,Ed Herman
UFC Fight Night: Diaz vs Neer,17-Sep-08,Eric Schafer,Eric Schafer,Houston Alexander,0-0,24-12,Jan-00,Feb-00,Light Heavyweight,SUB-Arm-Triangle,1,4:53,0.366948283,Eric Schafer
UFC Fight Night: Diaz vs Neer,17-Sep-08,Alessio Sakara,Alessio Sakara,Joe Vedepo,Jan-00,7-Jul,0-0,0-0,Middleweight,KO/TKO-Kick,1,1:27,0.010137415,Alessio Sakara
UFC Fight Night: Diaz vs Neer,17-Sep-08,Wilson Gouveia,Wilson Gouveia,Ryan Jensen,0-0,30-Aug,2-Jan,Feb-00,Middleweight,SUB-Armbar,2,2:04,0.201642989,Wilson Gouveia
UFC Fight Night: Diaz vs Neer,17-Sep-08,Joe Lauzon,Joe Lauzon,Kyle Bradley,0-0,23-18,Jan-00,Feb-00,Lightweight,KO/TKO-Punches,2,1:34,0.169135472,Joe Lauzon
UFC Fight Night: Diaz vs Neer,17-Sep-08,Jason Brilz,Jason Brilz,Brad Morris,0-0,34-4,Jan-00,Jan-00,Light Heavyweight,KO/TKO-Punches,2,2:54,0.019740301,Jason Brilz
UFC Fight Night: Diaz vs Neer,17-Sep-08,Mike Massenzio,Mike Massenzio,Drew McFedries,0-0,0-3,Jan-00,1-Jan,Middleweight,SUB-Kimura,1,1:28,0.083522724,Mike Massenzio
UFC Fight Night: Diaz vs Neer,17-Sep-08,Dan Miller,Dan Miller,Rob Kimmons,0-0,0-0,0-0,Feb-00,Middleweight,SUB-Rear-Naked-Choke,1,1:27,0.574488387,Rob Kimmons
UFC 88: Breakthrough,6-Sep-08,Rashad Evans,Rashad Evans,Chuck Liddell,Jan-00,13-10,0-0,0-0,Light Heavyweight,KO/TKO-Punch,2,1:51,0.005307953,Rashad Evans
UFC 88: Breakthrough,6-Sep-08,Rich Franklin,Rich Franklin,Matt Hamill,Jan-00,71-13,0-1,0-0,Light Heavyweight,KO/TKO-Kick,3,0:39,0.440230885,Rich Franklin
UFC 88: Breakthrough,6-Sep-08,Dan Henderson,Dan Henderson,Rousimar Palhares,Jan-00,42-27,0-2,0-1,Middleweight,U-DEC,3,5:00,0.009940946,Dan Henderson
UFC 88: Breakthrough,6-Sep-08,Nate Marquardt,Nate Marquardt,Martin Kampmann,Jan-00,22-1,0-0,0-0,Middleweight,KO/TKO-Punches,1,1:22,0.244347751,Nate Marquardt
UFC 88: Breakthrough,6-Sep-08,Dong Hyun Kim,Dong Hyun Kim,Matt Brown,0-0,Dec-48,1-Mar,2-Jan,Welterweight,S-DEC,3,5:00,0.473726044,Dong Hyun Kim
UFC 88: Breakthrough,6-Sep-08,Kurt Pellegrino,Kurt Pellegrino,Thiago Tavares,Feb-00,61-18,1-Jan,Jan-00,Lightweight,U-DEC,3,5:00,0.299603996,Kurt Pellegrino
UFC 88: Breakthrough,6-Sep-08,Tim Boetsch,Tim Boetsch,Michael Patt,Jan-00,15-9,0-0,0-0,Light Heavyweight,KO/TKO-Punches,1,2:03,0.1536739,Tim Boetsch
UFC 88: Breakthrough,6-Sep-08,Jason MacDonald,Jason MacDonald,Jason Lambert,0-0,1-Oct,Feb-00,2-Jan,Middleweight,SUB-Rear-Naked-Choke,2,1:20,0.526492458,Jason Lambert
UFC 88: Breakthrough,6-Sep-08,Ryo Chonan,Ryo Chonan,Roan Carneiro,0-0,23-18,0-2,0-1,Welterweight,S-DEC,3,5:00,0.584677418,Roan Carneiro
UFC 87: Seek And Destroy,9-Aug-08,Georges St-Pierre,Georges St-Pierre,Jon Fitch,Mar-00,131-37,Jul-00,Jan-00,Welterweight,U-DEC,5,5:00,0.138238877,Georges St-Pierre
UFC 87: Seek And Destroy,9-Aug-08,Brock Lesnar,Brock Lesnar,Heath Herring,Jan-00,45-9,May-00,Jan-00,Heavyweight,U-DEC,3,5:00,0.137575794,Brock Lesnar
UFC 87: Seek And Destroy,9-Aug-08,Rob Emerson,Rob Emerson,Manvel Gamburyan,Jan-00,Mar-00,0-0,0-0,Lightweight,KO/TKO-Punch,1,0:12,0.280567533,Rob Emerson
UFC 87: Seek And Destroy,9-Aug-08,Kenny Florian,Kenny Florian,Roger Huerta,0-0,51-33,May-00,0-0,Lightweight,U-DEC,3,5:00,0.665315187,Roger Huerta
UFC 87: Seek And Destroy,9-Aug-08,Demian Maia,Demian Maia,Jason MacDonald,0-0,30-7,Feb-00,4-Mar,Middleweight,SUB-Rear-Naked-Choke,3,2:44,0.921629146,Jason MacDonald
UFC 87: Seek And Destroy,9-Aug-08,Tamdan McCrory,Tamdan McCrory,Luke Cummo,0-0,26-11,1-Apr,1-Jul,Welterweight,U-DEC,3,5:00,0.69202245,Luke Cummo
UFC 87: Seek And Destroy,9-Aug-08,Cheick Kongo,Cheick Kongo,Dan Evensen,Jan-00,23-2,Feb-00,0-2,Heavyweight,KO/TKO-Punch,1,4:55,0.746401574,Dan Evensen
UFC 87: Seek And Destroy,9-Aug-08,Jon Jones,Jon Jones,Andre Gusmao,0-0,42-34,Feb-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.938527896,Andre Gusmao
UFC 87: Seek And Destroy,9-Aug-08,Chris Wilson,Chris Wilson,Steve Bruno,Mar-00,47-5,1-Feb,Feb-00,Welterweight,U-DEC,3,5:00,0.929104623,Steve Bruno
UFC 87: Seek And Destroy,9-Aug-08,Ben Saunders,Ben Saunders,Ryan Thomas,Jan-00,41-12,Jan-00,2-Feb,Welterweight,SUB-Armbar,2,2:28,0.352162134,Ben Saunders
UFC: Silva vs Irvin,19-Jul-08,Anderson Silva,Anderson Silva,James Irvin,Jan-00,13-0,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:01,0.037730892,Anderson Silva
UFC: Silva vs Irvin,19-Jul-08,Brandon Vera,Brandon Vera,Reese Andy,0-0,38-30,1-Feb,0-0,Light Heavyweight,U-DEC,3,5:00,0.569840918,Reese Andy
UFC: Silva vs Irvin,19-Jul-08,Frankie Edgar,Frankie Edgar,Hermes Franca,0-0,69-18,Oct-00,0-1,Lightweight,U-DEC,3,5:00,0.124707514,Frankie Edgar
UFC: Silva vs Irvin,19-Jul-08,Cain Velasquez,Cain Velasquez,Jake O'Brien,0-0,24-1,Jan-00,0-0,Heavyweight,KO/TKO-Punches,1,2:02,0.548234472,Jake O'Brien
UFC: Silva vs Irvin,19-Jul-08,Kevin Burns,Kevin Burns,Anthony Johnson,0-0,37-51,0-5,0-0,Welterweight,KO/TKO,3,3:35,0.772125526,Anthony Johnson
UFC: Silva vs Irvin,19-Jul-08,CB Dollaway,CB Dollaway,Jesse Taylor,0-0,4-Apr,0-1,Feb-00,Middleweight,SUB-Peruvian-Necktie,1,3:58,0.179883617,CB Dollaway
UFC: Silva vs Irvin,19-Jul-08,Tim Credeur,Tim Credeur,Cale Yarbrough,Jan-00,19-6,0-0,0-0,Middleweight,KO/TKO-Punches,1,1:54,0.483101649,Tim Credeur
UFC: Silva vs Irvin,19-Jul-08,Rory Markham,Rory Markham,Brodie Farber,Jan-00,18-Jun,0-0,0-0,Welterweight,KO/TKO-Kick,1,1:37,0.528177957,Brodie Farber
UFC: Silva vs Irvin,19-Jul-08,Nate Loughran,Nate Loughran,Johnny Rees,0-0,7-Jan,0-0,Feb-00,Middleweight,SUB-Triangle-Choke,1,4:21,0.617962969,Johnny Rees
UFC: Silva vs Irvin,19-Jul-08,Brad Blackburn,Brad Blackburn,James Giboo,Apr-00,53-9,0-0,0-0,Welterweight,KO/TKO-Punches,2,2:29,0.948913084,James Giboo
UFC: Silva vs Irvin,19-Jul-08,Shannon Gugerty,Shannon Gugerty,Dale Hartt,0-0,1-Mar,Jan-00,2-Feb,Lightweight,SUB-Rear-Naked-Choke,1,3:33,0.029284842,Shannon Gugerty
UFC 86: Jackson vs Griffin,5-Jul-08,Forrest Griffin,Forrest Griffin,Quinton Jackson,0-1,77-50,0-0,Mar-00,Light Heavyweight,U-DEC,5,5:00,0.323917723,Forrest Griffin
UFC 86: Jackson vs Griffin,5-Jul-08,Patrick Cote,Patrick Cote,Ricardo Almeida,0-0,24-26,0-2,0-2,Middleweight,S-DEC,3,5:00,0.760959251,Ricardo Almeida
UFC 86: Jackson vs Griffin,5-Jul-08,Joe Stevenson,Joe Stevenson,Gleison Tibau,Jan-00,4-Dec,5-Jan,1-Feb,Lightweight,SUB-Guillotine-Choke,2,2:57,0.058864021,Joe Stevenson
UFC 86: Jackson vs Griffin,5-Jul-08,Josh Koscheck,Josh Koscheck,Chris Lytle,0-0,38-16,Feb-00,0-5,Welterweight,U-DEC,3,5:00,0.318705863,Josh Koscheck
UFC 86: Jackson vs Griffin,5-Jul-08,Tyson Griffin,Tyson Griffin,Marcus Aurelio,0-0,92-20,Mar-00,0-1,Lightweight,U-DEC,3,5:00,0.828474616,Marcus Aurelio
UFC 86: Jackson vs Griffin,5-Jul-08,Gabriel Gonzaga,Gabriel Gonzaga,Justin McCully,0-0,2-Jun,Jan-00,Jan-00,Heavyweight,SUB-Kimura,1,1:57,0.354159333,Gabriel Gonzaga
UFC 86: Jackson vs Griffin,5-Jul-08,Cole Miller,Cole Miller,Jorge Gurgel,0-0,41-54,3-Jan,Feb-00,Lightweight,SUB-Triangle-Choke,3,4:48,0.118008796,Cole Miller
UFC 86: Jackson vs Griffin,5-Jul-08,Melvin Guillard,Melvin Guillard,Dennis Siver,Feb-00,Oct-00,0-0,0-0,Lightweight,KO/TKO-Punches,1,0:36,0.764867817,Dennis Siver
UFC 86: Jackson vs Griffin,5-Jul-08,Justin Buchholz,Justin Buchholz,Corey Hill,0-0,24-34,0-2,Jan-00,Lightweight,SUB-Rear-Naked-Choke,2,3:57,0.638982541,Corey Hill
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Kendall Grove,Kendall Grove,Evan Tanner,0-0,59-27,0-3,Jan-00,Middleweight,S-DEC,3,5:00,0.279432144,Kendall Grove
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Amir Sadollah,Amir Sadollah,CB Dollaway,0-0,6-Feb,0-1,Feb-00,Middleweight,SUB-Armbar,1,3:02,0.867824788,CB Dollaway
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Diego Sanchez,Diego Sanchez,Luigi Fioravanti,Feb-00,51-27,0-1,1-Jan,Welterweight,KO/TKO-Flying-Knee,3,4:07,0.309717185,Diego Sanchez
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Spencer Fisher,Spencer Fisher,Jeremy Stephens,0-0,56-23,2-Jan,0-3,Lightweight,U-DEC,3,5:00,0.265571993,Spencer Fisher
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Matthew Riddle,Matthew Riddle,Dante Rivera,0-0,60-34,May-00,Feb-00,Middleweight,U-DEC,3,5:00,0.806017798,Dante Rivera
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Dustin Hazelett,Dustin Hazelett,Joshua Burkman,0-0,13-34,1-Jan,Mar-00,Welterweight,SUB-Armbar,2,4:46,0.022963358,Dustin Hazelett
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Drew McFedries,Drew McFedries,Marvin Eastman,Jan-00,19-3,1-Jan,0-0,Middleweight,KO/TKO-Punches,1,1:08,0.620952138,Marvin Eastman
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Matt Brown,Matt Brown,Matt Arroyo,0-0,32-26,0-2,Jan-00,Welterweight,KO/TKO-Punches,2,3:40,0.678641624,Matt Arroyo
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Dean Lister,Dean Lister,Jeremy Horn,0-0,2-Jun,Jan-00,Jan-00,Middleweight,SUB-Guillotine-Choke,1,3:52,0.268479255,Dean Lister
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,21-Jun-08,Rob Kimmons,Rob Kimmons,Rob Yundt,0-0,5-Sep,1-Jan,Apr-00,Middleweight,SUB-Guillotine-Choke,1,3:58,0.933303641,Rob Yundt
UFC 85: Bedlam,7-Jun-08,Thiago Alves,Thiago Alves,Matt Hughes,Jan-00,9-Oct,1-Jan,0-0,Welterweight,KO/TKO-Flying-Knee,2,1:02,0.183100155,Thiago Alves
UFC 85: Bedlam,7-Jun-08,Michael Bisping,Michael Bisping,Jason Day,0-0,25-7,Feb-00,0-0,Middleweight,KO/TKO-Punches,1,3:42,0.685435629,Jason Day
